編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2005-12-31 12:14:11,121.91,24.4,4.1,18.1,3,宜蘭南澳地震站東方  16.8  公里(宜蘭南澳地震站東方  16.8  公里)
166   ,2005-12-31 05:07:32,121.13,22.55,4.9,54.8,2,台東市地震站南方  22.8  公里(台東市地震站南方  22.8  公里)
165   ,2005-12-29 06:17:28,121.15,22.94,4.8,20.5,5,台東市地震站北方  20.5  公里(台東市地震站北方  20.5  公里)
小區域有感地震,2005-12-28 13:47:45,121.8,24.46,3.1,18.0,3,宜蘭南澳地震站東北方  6.4  公里(宜蘭南澳地震站東北方  6.4  公里)
小區域有感地震,2005-12-27 13:25:19,122.1,23.44,4.5,23.5,2,花蓮市地震站東南方  77.0  公里(花蓮市地震站東南方  77.0  公里)
小區域有感地震,2005-12-27 10:31:50,120.87,24.3,3.5,33.1,2,苗栗三義地震站東南方  16.5  公里(苗栗三義地震站東南方  16.5  公里)
小區域有感地震,2005-12-23 02:57:16,121.4,23.73,3.5,19.9,3,花蓮西林地震站南偏西方  10.4  公里(花蓮西林地震站南偏西方  10.4  公里)
小區域有感地震,2005-12-21 12:12:58,122.27,24.69,3.9,1.5,2,宜蘭蘇澳地震站東方  42.2  公里(宜蘭蘇澳地震站東方  42.2  公里)
小區域有感地震,2005-12-21 10:58:11,122.43,24.84,4.3,13.4,2,宜蘭蘇澳地震站東偏北方  62.6  公里(宜蘭蘇澳地震站東偏北方  62.6  公里)
小區域有感地震,2005-12-21 00:07:55,121.5,24.04,2.8,20.1,2,花蓮秀林地震站西偏南  11.3  公里(花蓮秀林地震站西偏南  11.3  公里)
小區域有感地震,2005-12-19 22:20:42,121.2,23.16,3.6,6.9,3,台東利稻地震站東方  17.8  公里(台東利稻地震站東方  17.8  公里)
小區域有感地震,2005-12-18 23:32:16,121.68,21.97,3.5,11.3,3,台東蘭嶼地震站東偏南方  14.6  公里(台東蘭嶼地震站東偏南方  14.6  公里)
164   ,2005-12-16 13:15:33,121.58,22.02,4.9,14.4,1,台東蘭嶼地震站東南方  3.5  公里(台東蘭嶼地震站東南方  3.5  公里)
小區域有感地震,2005-12-13 04:05:55,121.59,24.06,4.0,28.3,3,花蓮秀林地震站西南方  2.2  公里(花蓮秀林地震站西南方  2.2  公里)
小區域有感地震,2005-12-12 21:31:04,121.63,23.95,3.4,43.1,1,花蓮市地震站東南方  3.1  公里(花蓮市地震站東南方  3.1  公里)
小區域有感地震,2005-12-12 01:32:49,121.29,23.06,3.7,15.6,2,台東成功地震站西偏南  9.3  公里(台東成功地震站西偏南  9.3  公里)
小區域有感地震,2005-12-11 05:15:18,121.69,24.12,4.1,38.1,2,花蓮秀林地震站東偏北方  9.7  公里(花蓮秀林地震站東偏北方  9.7  公里)
163   ,2005-12-09 09:43:27,120.65,23.53,3.9,12.8,3,嘉義市地震站東方  22.7  公里(嘉義市地震站東方  22.7  公里)
162   ,2005-12-07 06:34:22,121.75,23.51,4.5,17.0,2,花蓮西林地震站東南方  45.6  公里(花蓮西林地震站東南方  45.6  公里)
小區域有感地震,2005-12-06 14:42:28,120.69,22.83,3.7,16.2,3,屏東市地震站東北方  26.0  公里(屏東市地震站東北方  26.0  公里)
161   ,2005-12-05 18:15:29,121.58,25.0,3.7,10.7,4,台北市地震站東偏南方  7.3  公里(台北市地震站東偏南方  7.3  公里)
小區域有感地震,2005-12-03 16:41:33,121.6,24.57,3.8,44.5,2,宜蘭牛鬥地震站南偏東方  7.7  公里(宜蘭牛鬥地震站南偏東方  7.7  公里)
小區域有感地震,2005-12-01 14:01:59,121.06,23.96,3.7,9.8,2,台中德基地震站南偏西方  33.5  公里(台中德基地震站南偏西方  33.5  公里)
