編號,地震時間,經度,緯度,規模,深度,最大震度,位置
小區域有感地震,2022-12-31 21:36:57,121.638,23.7477,4.4,47.2,3,花蓮縣政府南方  27.0  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2022-12-30 02:22:41,120.703,23.9232,3.6,21.3,3,南投縣政府北北東方  2.7  公里 (位於南投縣南投市)(南投縣南投市)
小區域有感地震,2022-12-29 09:17:19,120.795,23.2152,3.5,7.0,1,高雄市政府東北方  82.4  公里 (位於高雄市桃源區)(高雄市桃源區)
小區域有感地震,2022-12-28 04:17:35,120.291,23.0313,3.1,17.1,1,臺南市政府東北東方  11.7  公里 (位於臺南市新化區)(臺南市新化區)
小區域有感地震,2022-12-27 06:56:22,122.501,23.8233,5.1,27.6,2,花蓮縣政府東方  91.6  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2022-12-25 10:26:32,121.857,24.5857,3.3,7.1,2,宜蘭縣政府南南東方  18.7  公里 (位於宜蘭縣蘇澳鎮)(宜蘭縣蘇澳鎮)
184   ,2022-12-24 05:17:59,121.177,23.1267,5.2,13.9,4,臺東縣政府北方  41.2  公里 (位於臺東縣池上鄉)(臺東縣池上鄉)
小區域有感地震,2022-12-23 04:37:50,121.265,23.6395,3.8,6.2,3,花蓮縣政府西南方  53.1  公里 (位於花蓮縣萬榮鄉)(花蓮縣萬榮鄉)
183   ,2022-12-22 12:36:32,120.985,22.5355,5.3,8.6,4,臺東縣政府西南方  29.7  公里 (位於臺東縣近海)(臺東縣近海)
小區域有感地震,2022-12-22 07:07:42,120.489,23.2762,3.4,8.1,2,臺南市政府東北方  44.2  公里 (位於臺南市東山區)(臺南市東山區)
小區域有感地震,2022-12-20 22:47:29,121.307,22.943,3.8,15.8,3,臺東縣政府東北方  26.3  公里 (位於臺東縣近海)(臺東縣近海)
小區域有感地震,2022-12-20 17:04:55,120.598,23.2837,3.5,12.6,2,嘉義縣政府東南東方  36.7  公里 (位於嘉義縣大埔鄉)(嘉義縣大埔鄉)
小區域有感地震,2022-12-18 21:42:24,121.179,23.1375,3.6,14.5,3,臺東縣政府北方  42.5  公里 (位於臺東縣海端鄉)(臺東縣海端鄉)
小區域有感地震,2022-12-17 23:10:32,121.244,23.2643,4.1,17.1,2,花蓮縣政府南南西方  89.2  公里 (位於花蓮縣卓溪鄉)(花蓮縣卓溪鄉)
小區域有感地震,2022-12-17 01:38:26,121.492,23.5117,4.0,7.1,1,花蓮縣政府南南西方  54.7  公里 (位於花蓮縣豐濱鄉)(花蓮縣豐濱鄉)
小區域有感地震,2022-12-16 14:57:33,121.324,23.6373,3.8,6.2,3,花蓮縣政府西南方  49.5  公里 (位於花蓮縣萬榮鄉)(花蓮縣萬榮鄉)
小區域有感地震,2022-12-16 08:35:16,120.664,22.8428,4.0,17.3,2,屏東縣政府東北方  25.3  公里 (位於屏東縣三地門鄉)(屏東縣三地門鄉)
小區域有感地震,2022-12-15 15:37:30,121.743,23.8042,4.1,16.8,2,花蓮縣政府南南東方  24.2  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2022-12-15 13:40:48,121.707,23.7982,4.1,19.4,2,花蓮縣政府南南東方  23.1  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2022-12-15 12:24:16,121.732,23.7995,4.1,18.8,2,花蓮縣政府南南東方  24.1  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2022-12-15 12:19:50,121.785,23.7917,4.0,16.1,2,花蓮縣政府東南方  27.8  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2022-12-15 12:19:07,121.743,23.7868,3.9,17.4,1,花蓮縣政府南南東方  25.8  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2022-12-15 12:17:10,121.694,23.7998,3.8,20.8,3,花蓮縣政府南南東方  22.5  公里 (位於臺灣東部海域)(臺灣東部海域)
